X1,occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
37,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0694,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0694,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,7-Mar-15,2015,Undetermined,Adult,Boyaca,Duitama,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Duitama: Paramo de la Rusia - Virolin, Vda. El Carmen",3193,5.945564,-73.115128,Apodiformes,Trochilidae,Boissonneaua flavescens,7,21,16.2,2.8,3,5.5,1707.32,79.8,50,46.8,25.3,7.3,6,NA,NA,8.2
38,IAvH:SSEYC:ALMORZADEROTAMA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN019:0039,UNIPAMPLONA,Preserved specimen,IAvH,IAvH,Temp-ABE783,"Camilo Angarita, Orlando Armesto, Ivan Gafaro",Field,5-Sep-14,2014,Male,Not registered,Norte de Santander,Chitaga,Complejo de Paramos Almorzadero (ALM),Norte de Santander: Chitaga: Vda. Tane,2700,7.220833,-72.598111,Apodiformes,Trochilidae,Campylopterus falcatus,8.5,NA,24,2.8,3.5,4.6,57.3,65,31.21,45,39.06,2.8,6.3,NA,NA,7.2
39,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1290,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1290,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,25-Sep-14,2014,Female,Adult,Valle del Cauca,Sevilla,Complejo de Paramos Chili-Barragan (CBG),"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",3520,3.9985560000000002,-75.798556,Apodiformes,Trochilidae,Chalcostigma herrani,NA,15.12,12.14,1.66,2.57,4.11,NA,68,17.19,48,NA,4.62,7.21,NA,NA,5.8
40,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1398,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1398,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,10-Jan-15,2015,Female,Adult,Tolima,Rioblanco,Complejo de Paramos Las Hermosas (HMS),"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3520,3.316139,-75.993694,Apodiformes,Trochilidae,Chalcostigma herrani,6.09,14.79,11.42,1.56,2.18,3.79,NA,64,20.24,51,27.89,5.92,7.12,NA,NA,5.8
41,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1447,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1447,Wilmer Antonio Cardona Ocampo,Field,16-Feb-15,2015,Male,Adult,Tolima,Rioblanco,Complejo de Paramos Las Hermosas (HMS),"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3520,3.315944,-75.998028,Apodiformes,Trochilidae,Chalcostigma herrani,NA,16.78,12.2,1.76,2.05,4.45,NA,66,18.57,60,30.59,5.81,7.54,NA,NA,5.8
42,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1402,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1402,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,12-Jan-15,2015,Male,Adult,Tolima,Rioblanco,Complejo de Paramos Las Hermosas (HMS),"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3320,3.314972,-75.998222,Apodiformes,Trochilidae,Chalcostigma herrani,6.19,15.28,11.1,1.6,2.22,4.76,NA,70,22.52,56,28.12,5.78,7.16,NA,NA,5.8
43,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1288,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1288,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,25-Sep-14,2014,Male,Adult,Valle del Cauca,Sevilla,Complejo de Paramos Chili-Barragan (CBG),"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",3520,3.9985560000000002,-75.798556,Apodiformes,Trochilidae,Chalcostigma herrani,5.5,16.08,11.85,1.68,2.34,4.21,NA,74,20.12,59,30.13,6.51,7.54,NA,NA,5.8
44,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0675,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0675,"Jean W. Parra, Antonio Cardona",Field,17-May-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3370,4.4441,-75.579283,Apodiformes,Trochilidae,Chalcostigma herrani,6.09,15.81,12.45,1.82,2.57,3.83,NA,NA,NA,59,30.08,6.25,7.39,NA,NA,5.8
45,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0683,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0683,"Jean W. Parra, Antonio Cardona",Field,17-May-14,2014,Female,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3370,4.4441,-75.579283,Apodiformes,Trochilidae,Chalcostigma herrani,5.15,16.24,11.66,1.42,2.49,3.12,NA,NA,29.07,51,20.55,6.91,7.65,NA,NA,5.8
46,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0554,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0554,"Jean W. Parra, Antonio Cardona",Field,15-Apr-14,2014,Female,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.37055,-75.597533,Apodiformes,Trochilidae,Chalcostigma herrani,6.22,NA,11.83,1.96,2.56,NA,NA,74,15.12,57,NA,5.3,8.09,NA,NA,5.8
47,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0718,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0718,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3290,4.444117,-75.582,Apodiformes,Trochilidae,Chalcostigma herrani,5.19,NA,NA,1.9,2.34,3.9,NA,66,27.71,51,26.08,NA,6.42,NA,NA,5.8
48,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0697,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0697,"Jean W. Parra, Antonio Cardona",Field,18-May-14,2014,Female,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3370,4.4441,-75.579283,Apodiformes,Trochilidae,Chalcostigma herrani,6.2,14.66,NA,1.52,1.9,3.78,NA,63,20.79,51,25.78,6.6,7.37,NA,NA,5.8
49,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0726,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0726,"Jean W. Parra, Antonio Cardona",Field,22-Mar-14,2014,Female,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3290,4.444017,-75.581167,Apodiformes,Trochilidae,Chalcostigma herrani,NA,15.7,10.31,NA,2.44,4.57,NA,61,24.86,51,25.72,NA,7.96,NA,NA,5.8
50,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0574,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0574,"Jean W. Parra, Antonio Cardona",Field,16-Apr-14,2014,Not registered,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.37055,-75.597533,Apodiformes,Trochilidae,Chalcostigma herrani,5.04,14,11.54,1.57,1.93,NA,NA,65,24.03,51,25.74,5.6,6.04,NA,NA,5.8
51,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0765,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0765,"Jean W. Parra, Antonio Cardona",Field,5-May-14,2014,Male,Not registered,Valle del Cauca,Sevilla,Complejo de Paramos Chili-Barragan (CBG),"Valle del Cauca: Sevilla: Vda. San Juan, Fca. Miravalle",3625,4.08985,-75.79985,Apodiformes,Trochilidae,Chalcostigma herrani,NA,15.64,12.03,1.99,2.33,4.09,NA,69,13.71,53,28.9,5.12,6.62,NA,NA,5.8
52,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0548,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0548,"Jean W. Parra, Antonio Cardona",Field,13-Apr-14,2014,Female,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3570,4.367967,-75.5896,Apodiformes,Trochilidae,Chalcostigma herrani,NA,15.77,10.98,1.72,2.64,NA,NA,64,26.2,52,31.32,5.38,6.59,NA,NA,5.8
53,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0590,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0590,"Jean W. Parra, Antonio Cardona",Field,16-Apr-14,2014,Not registered,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.37055,-75.597533,Apodiformes,Trochilidae,Chalcostigma herrani,5.54,15.49,11.45,2.27,2.43,NA,NA,68,22.92,50,26.75,5.76,7.08,NA,NA,5.8
54,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0585,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0585,"Jean W. Parra, Antonio Cardona",Field,16-Apr-14,2014,Not registered,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.37055,-75.597533,Apodiformes,Trochilidae,Chalcostigma herrani,5.54,15.69,11.42,1.96,2.1,NA,NA,69,24.42,50,25.52,4.79,8.66,NA,NA,5.8
55,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0580,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0580,"Jean W. Parra, Antonio Cardona",Field,16-Apr-14,2014,Not registered,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.371317,-75.5982,Apodiformes,Trochilidae,Chalcostigma herrani,5.97,14.25,11.43,1.87,2.14,NA,NA,71,20.94,52,27.25,5.68,6.97,NA,NA,5.8
56,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2014_IN056:0621,F. Mellizas,Preserved specimen,IAvH,IAvH,Temp-AAH349,"Jean W. Parra, Antonio Cardona",Field,13-May-14,2014,Female,Not registered,Tolima,Cajamarca,Complejo de Paramos Chili-Barragan (CBG),"Tolima: Cajamarca: Vda. El Tunel, Sector El CampanaRio",3530,4.437231,-75.576631,Apodiformes,Trochilidae,Chalcostigma herrani,NA,15.03,11.8,2.16,2.01,3,NA,68,30,51.27,29.29,6.05,8.4,NA,NA,5.8
57,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0662,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0662,"Jean W. Parra, Antonio Cardona",Field,15-May-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3450,4.4455,-75.57675,Apodiformes,Trochilidae,Chalcostigma herrani,6.15,16.97,10.92,2.17,2.49,4.75,NA,70,23.68,51,27.6,4.59,7.17,NA,NA,5.8
58,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0638,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0638,"Jean W. Parra, Antonio Cardona",Field,15-May-14,2014,Female,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3450,4.4455,-75.57675,Apodiformes,Trochilidae,Chalcostigma herrani,5.25,15.08,10.92,1.64,1.79,3.3,NA,75,25.23,53,25.97,5.18,5.82,NA,NA,5.8
59,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0640,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0640,"Jean W. Parra, Antonio Cardona",Field,15-May-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3450,4.4455,-75.57675,Apodiformes,Trochilidae,Chalcostigma herrani,5.2,17.18,12.37,1.94,2.15,4.21,NA,72,16.53,55,31.43,5.95,7.17,NA,NA,5.8
60,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0635,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0635,"Jean W. Parra, Antonio Cardona",Field,15-May-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3450,4.44585,-75.577217,Apodiformes,Trochilidae,Chalcostigma herrani,4.75,16.91,11.17,1.65,2.21,3.9,NA,75,22.18,54,32.48,4.93,6.66,NA,NA,5.8
61,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0686,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0686,"Jean W. Parra, Antonio Cardona",Field,17-May-14,2014,Male,Not registered,Quindio,Calarca,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio",3370,4.444817,-75.577883,Apodiformes,Trochilidae,Chalcostigma herrani,6.32,16.47,11.1,1.65,1.91,3.77,NA,71,28.07,57,28.06,6.12,7.49,NA,NA,5.8
62,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0583,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0583,"Jean W. Parra, Antonio Cardona",Field,16-Apr-14,2014,Not registered,Adult,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.371317,-75.5982,Apodiformes,Trochilidae,Chalcostigma herrani,5.85,15.54,11.45,1.89,2.26,NA,NA,72,31.53,58,28.54,6.34,8.6,NA,NA,5.8
63,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0502,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0502,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.618667,-75.419917,Apodiformes,Trochilidae,Chalcostigma herrani,5.62,NA,11.32,1.83,2.16,NA,55,74,23.38,56,32.5,6.66,7.34,NA,NA,5.8
64,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0486,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0486,"Jean W. Parra, Antonio Cardona",Field,23-Mar-14,2014,Not registered,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3560,4.616517,-75.4192,Apodiformes,Trochilidae,Chalcostigma herrani,5.6,13.49,11.65,1.62,2.25,NA,50,69,27.93,51,29,7.41,8.51,NA,NA,5.8
65,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0515,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0515,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Not registered,Not registered,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.618667,-75.419917,Apodiformes,Trochilidae,Chalcostigma herrani,5.9,15.03,11.86,2.17,2.11,NA,53,69,20.18,56,31,6.05,8.44,NA,NA,5.8
66,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0498,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0498,"Jean W. Parra, Antonio Cardona",Field,24-Mar-14,2014,Male,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3560,4.617433,-75.418583,Apodiformes,Trochilidae,Chalcostigma herrani,5.46,15.07,11.48,1.72,2.23,NA,53,70,28.51,55,30.37,5.4,6.96,NA,NA,5.8
67,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0487,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0487,"Jean W. Parra, Antonio Cardona",Field,23-Mar-14,2014,Male,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3560,4.617433,-75.418583,Apodiformes,Trochilidae,Chalcostigma herrani,6,15.42,12.3,1.87,2.43,NA,51,67,25.44,57,35,6.59,7.5,NA,NA,5.8
68,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0511,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0511,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Male,Adult,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.618667,-75.419917,Apodiformes,Trochilidae,Chalcostigma herrani,5.81,14.61,11.66,1.93,2.2,NA,58,74,26.38,57,32,6.64,8.04,NA,NA,5.8
69,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1914,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1914,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,24-Mar-15,2015,Male,Adult,Cauca,Bolivar,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",3400,1.704306,-76.82775,Apodiformes,Trochilidae,Chalcostigma herrani,6.5,15.3,12.8,1.8,2.1,NA,NA,69,38,NA,NA,7.5,7.4,NA,NA,5.8
70,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1929,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1929,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,25-Mar-15,2015,Male,Adult,Cauca,Bolivar,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",3400,1.704306,-76.82775,Apodiformes,Trochilidae,Chalcostigma herrani,6.5,16,11.8,1.6,2.1,5.1,NA,69,NA,50,NA,NA,6,NA,NA,5.8
71,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1912,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW569,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,24-Mar-15,2015,Female,Adult,Cauca,Bolivar,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",3400,1.704306,-76.82775,Apodiformes,Trochilidae,Chalcostigma herrani,5,16.5,11.1,2.2,2.2,NA,NA,61,32,45,NA,5.2,6,NA,NA,5.8
72,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1915,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW570,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,24-Mar-15,2015,Male,Adult,Cauca,Bolivar,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",3400,1.704306,-76.82775,Apodiformes,Trochilidae,Chalcostigma herrani,6.1,16.2,12.7,1.9,1.8,NA,NA,69,38,52,NA,7.3,NA,NA,NA,5.8
